road_distance_meters,euclid_distance_meters,detour_ratio,spot_to_dest_distance_meters,road_eta_seconds,leaver_countdown_seconds,abs_eta_countdown_diff,signed_time_slack,hour_of_day,day_of_week,is_rush_hour,is_weekend,current_speed_kmh,heading_bearing_diff_deg,heading_dest_diff_deg,gps_accuracy_meters,ping_staleness_seconds,driver_reliability_rating,historical_acceptance_rate,historical_completion_rate,historical_cancellation_rate,lifetime_matches_count,spot_type_enum,vehicle_size_compatibility,has_landmark_note,landmark_note_length,match_success
284.1,268.0,1.06,51.5,74.5,120.0,45.5,-45.5,8,0,1,0,16.4,65.5,30.6,2.11,1.1,4.08,0.879,0.696,0.38,51,0,2,1,28,1
376.6,299.1,1.259,202.2,92.3,240.0,147.7,-147.7,10,4,0,0,17.8,59.4,6.0,7.05,1.13,4.45,0.696,0.825,0.123,29,0,1,1,28,1
1434.4,1356.7,1.057,81.2,271.4,180.0,91.4,91.4,7,1,1,0,20.2,2.2,53.4,1.94,9.28,4.95,0.911,0.975,0.023,1,1,1,1,28,1
487.7,322.6,1.512,40.3,55.2,180.0,124.8,-124.8,17,5,0,1,47.2,14.7,34.6,9.14,24.66,4.61,0.934,0.93,0.046,14,1,1,1,28,1
965.7,816.0,1.183,147.5,345.2,180.0,165.2,165.2,7,0,1,0,10.5,15.5,27.8,7.44,8.15,4.82,0.962,0.911,0.042,36,0,2,1,28,0
1283.3,1118.8,1.147,189.0,334.4,180.0,154.4,154.4,12,4,0,0,14.6,29.0,22.9,15.81,2.36,4.72,0.944,0.981,0.035,20,0,2,0,0,0
2316.9,1381.0,1.678,174.3,346.5,180.0,166.5,166.5,12,5,0,1,25.6,109.7,28.6,3.6,1.95,3.26,0.855,0.663,0.341,18,1,1,1,28,0
1442.8,1038.3,1.39,90.2,225.0,120.0,105.0,105.0,20,6,0,1,24.2,4.7,36.2,10.0,2.85,4.93,0.958,0.988,0.02,3,0,1,1,28,1
1800.0,1157.2,1.555,437.1,242.0,240.0,2.0,2.0,11,6,0,1,30.2,57.7,22.6,9.19,6.37,3.07,0.733,0.599,0.374,1,1,1,1,28,0
1236.8,999.9,1.237,133.4,333.5,180.0,153.5,153.5,22,0,0,0,14.6,59.6,20.7,3.14,3.54,4.17,0.737,0.799,0.138,3,0,1,1,28,1
1503.6,1260.6,1.193,255.0,171.0,180.0,9.0,-9.0,11,5,0,1,35.3,18.5,31.8,8.16,2.44,4.62,0.917,0.901,0.012,15,2,1,1,28,1
512.2,375.4,1.364,350.4,93.9,240.0,146.1,-146.1,15,1,0,0,23.7,8.8,25.0,7.6,0.76,4.8,0.882,0.949,0.025,13,0,2,0,0,1
1429.5,1131.5,1.263,255.7,236.2,180.0,56.2,56.2,16,3,0,0,23.2,55.2,25.2,6.11,1.05,4.21,0.858,0.86,0.135,0,1,1,1,28,0
887.0,735.9,1.205,66.3,212.6,180.0,32.6,32.6,9,6,0,1,16.9,62.8,44.8,7.59,3.61,3.89,0.818,0.753,0.075,5,2,2,1,28,1
599.9,531.7,1.128,73.9,194.1,300.0,105.9,-105.9,13,2,0,0,13.6,61.2,20.3,5.16,25.0,3.91,0.801,0.792,0.127,15,0,1,1,28,0
882.2,757.0,1.165,316.8,147.2,180.0,32.8,-32.8,22,2,0,0,24.1,31.0,11.9,3.88,5.23,4.94,0.935,0.983,0.031,17,0,1,0,0,1
1116.5,1061.0,1.052,229.5,180.3,180.0,0.3,0.3,17,4,1,0,23.7,21.3,22.0,2.69,1.99,4.64,0.906,0.981,0.03,3,0,1,0,0,1
98.7,96.8,1.02,436.7,38.6,240.0,201.4,-201.4,12,3,0,0,21.1,63.0,32.6,5.16,0.92,3.82,0.825,0.893,0.143,34,0,1,1,28,1
811.7,558.1,1.454,417.9,158.7,180.0,21.3,-21.3,12,3,0,0,22.2,56.8,16.1,5.16,10.39,3.9,0.661,0.768,0.132,36,0,1,1,28,1
232.1,171.3,1.355,215.8,44.4,300.0,255.6,-255.6,11,5,0,1,35.3,21.0,12.7,13.02,1.48,4.78,0.919,0.962,0.038,7,0,1,1,28,0
118.5,109.9,1.078,391.7,66.2,180.0,113.8,-113.8,14,0,0,0,11.1,34.9,35.3,12.1,0.44,4.48,0.787,0.756,0.148,18,0,1,1,28,1
1402.4,1374.9,1.02,365.3,195.4,240.0,44.6,-44.6,10,2,0,0,31.7,49.8,27.2,6.8,0.1,4.62,0.81,0.835,0.056,21,0,1,1,28,1
1702.7,1378.6,1.235,189.9,189.7,180.0,9.7,9.7,16,3,0,0,37.9,24.3,20.3,6.1,0.09,4.9,0.947,0.947,0.027,7,1,1,1,28,1
153.3,101.4,1.513,368.4,38.5,120.0,81.5,-81.5,20,6,0,1,38.3,85.5,7.5,7.37,12.28,4.17,0.78,0.767,0.064,1,0,1,1,28,0
1097.8,1031.8,1.064,36.3,154.1,180.0,25.9,-25.9,14,4,0,0,32.2,40.4,19.9,5.32,14.54,4.1,0.867,0.771,0.099,0,1,2,1,28,0
971.8,952.8,1.02,125.1,169.0,180.0,11.0,-11.0,20,2,0,0,23.7,10.7,37.2,10.1,7.74,4.84,0.86,0.957,0.02,38,0,2,0,0,1
1361.8,854.4,1.594,30.2,135.5,180.0,44.5,-44.5,19,6,0,1,44.5,10.7,28.8,8.77,3.38,4.96,0.976,0.923,0.034,19,1,1,0,0,1
1280.9,911.0,1.406,100.3,281.2,180.0,101.2,101.2,8,3,1,0,17.7,19.2,48.0,10.0,6.41,4.68,0.877,0.988,0.033,20,0,2,0,0,0
387.5,275.5,1.407,290.4,289.7,180.0,109.7,109.7,22,4,0,0,5.0,106.8,15.0,10.45,3.01,3.46,0.734,0.7,0.418,3,1,1,0,0,0
1459.2,1386.1,1.053,261.3,232.5,240.0,7.5,-7.5,15,6,0,1,24.8,17.7,34.7,11.63,5.62,4.86,0.864,0.917,0.019,5,1,1,0,0,1
1192.0,726.8,1.64,166.8,150.7,180.0,29.3,-29.3,20,0,0,0,34.7,2.7,26.0,9.39,1.75,4.9,0.949,0.99,0.04,17,0,2,1,28,1
666.7,514.6,1.296,141.1,92.5,240.0,147.5,-147.5,16,4,0,0,34.2,0.8,4.3,5.47,2.86,4.9,0.976,0.914,0.016,7,1,2,0,0,1
657.6,385.7,1.705,91.7,76.9,300.0,223.1,-223.1,21,0,0,0,38.9,29.8,27.9,4.94,1.83,4.91,0.94,0.965,0.038,10,0,1,1,28,1
1465.7,1205.2,1.216,322.0,311.4,180.0,131.4,131.4,12,6,0,1,18.9,126.7,4.7,1.95,11.12,4.16,0.683,0.848,0.089,4,1,1,1,28,0
1402.8,839.6,1.671,207.4,347.3,180.0,167.3,167.3,9,3,1,0,16.1,7.4,27.4,10.88,8.58,4.89,0.892,0.914,0.026,2,1,2,1,28,0
1423.4,1232.2,1.155,161.5,263.7,240.0,23.7,23.7,15,5,0,1,22.4,28.8,43.2,4.32,3.99,4.39,0.723,0.834,0.115,85,2,1,0,0,1
1483.6,1182.2,1.255,66.7,178.3,180.0,1.7,-1.7,17,6,0,1,35.7,87.3,12.5,4.33,0.65,3.02,0.733,0.662,0.457,38,0,1,1,28,0
303.4,220.8,1.374,266.4,109.9,120.0,10.1,-10.1,9,5,0,1,12.9,44.6,23.4,8.36,3.12,3.33,0.824,0.507,0.328,19,0,2,0,0,0
496.6,334.1,1.487,262.9,72.3,180.0,107.7,-107.7,19,4,1,0,29.5,5.5,3.0,4.78,2.33,4.7,0.867,0.969,0.049,4,0,1,1,28,1
1172.3,959.8,1.221,42.3,239.5,120.0,119.5,119.5,11,6,0,1,18.9,5.0,50.9,7.51,1.86,4.39,0.828,0.869,0.113,10,0,1,0,0,0
1807.2,1163.8,1.553,238.4,527.8,180.0,347.8,347.8,9,3,1,0,12.6,28.3,6.5,4.03,0.46,4.68,0.895,0.961,0.028,0,0,1,1,28,0
587.0,507.6,1.156,101.4,181.7,180.0,1.7,1.7,17,1,1,0,12.3,12.9,35.0,3.42,8.26,4.86,0.925,0.944,0.027,23,1,1,1,28,1
260.4,178.2,1.461,423.4,55.5,180.0,124.5,-124.5,13,4,0,0,21.7,40.7,36.0,6.39,0.95,3.81,0.79,0.826,0.059,22,0,1,1,28,0
1059.0,769.9,1.376,361.7,165.3,120.0,45.3,45.3,9,6,0,1,29.0,25.0,31.7,1.79,0.21,4.94,0.915,0.913,0.039,29,0,1,1,28,1
471.1,461.9,1.02,336.0,76.6,180.0,103.4,-103.4,11,3,0,0,33.2,103.4,8.3,4.55,15.0,4.01,0.851,0.892,0.079,10,1,1,0,0,0
2102.3,1334.3,1.576,58.3,309.9,180.0,129.9,129.9,14,0,0,0,26.6,45.2,18.8,15.85,0.65,4.17,0.704,0.841,0.082,1,0,1,1,28,0
573.5,417.8,1.373,432.1,107.0,240.0,133.0,-133.0,10,1,0,0,30.4,19.7,26.2,17.34,9.11,4.79,0.869,0.956,0.03,55,0,1,0,0,1
408.2,400.2,1.02,292.8,61.4,180.0,118.6,-118.6,21,6,0,1,43.5,84.2,27.9,9.82,12.31,4.65,0.787,0.798,0.141,61,0,1,1,28,0
447.2,438.4,1.02,260.1,101.3,300.0,198.7,-198.7,12,1,0,0,22.3,30.9,28.8,6.27,3.57,4.64,0.856,0.966,0.014,7,2,2,1,28,1
500.6,324.1,1.544,77.2,73.8,180.0,106.2,-106.2,12,3,0,0,29.7,54.3,45.2,6.17,9.07,4.1,0.779,0.808,0.061,23,0,1,1,28,1
1492.9,1014.1,1.472,62.2,387.4,180.0,207.4,207.4,21,5,0,1,14.4,62.3,18.6,7.94,2.41,4.37,0.653,0.853,0.07,10,0,1,0,0,1
339.3,268.0,1.266,270.4,54.4,180.0,125.6,-125.6,22,5,0,1,29.9,14.1,4.3,3.87,11.22,4.81,0.918,0.925,0.042,18,0,2,0,0,1
1437.5,1019.5,1.41,403.2,467.9,180.0,287.9,287.9,7,4,1,0,11.9,11.9,34.0,2.67,1.08,4.88,0.976,0.955,0.036,0,0,1,1,28,0
1601.9,1189.7,1.346,67.0,417.7,240.0,177.7,177.7,9,4,1,0,14.7,19.8,13.6,9.66,0.11,4.7,0.859,0.986,0.049,10,0,1,1,28,0
383.0,375.5,1.02,270.0,190.8,180.0,10.8,10.8,17,4,1,0,8.3,30.0,69.4,10.17,1.19,3.9,0.712,0.859,0.121,13,2,2,0,0,1
1741.7,1266.7,1.375,59.4,312.7,180.0,132.7,132.7,14,4,0,0,20.9,20.6,45.3,9.67,1.79,4.61,0.853,0.966,0.042,4,0,1,1,28,1
993.7,547.8,1.814,413.0,191.4,240.0,48.6,-48.6,16,6,0,1,20.0,12.1,2.2,15.75,3.03,4.73,0.889,0.937,0.047,35,0,1,0,0,0
822.0,639.1,1.286,133.4,139.3,180.0,40.7,-40.7,21,5,0,1,23.0,0.8,9.5,3.17,18.24,4.36,0.858,0.81,0.124,7,2,1,0,0,1
1433.1,1210.7,1.184,192.2,372.7,180.0,192.7,192.7,15,4,0,0,15.0,93.2,19.8,8.37,0.18,3.66,0.734,0.566,0.31,0,2,1,0,0,1
1177.2,1045.9,1.126,385.2,210.6,300.0,89.4,-89.4,10,5,0,1,22.8,8.2,47.2,3.89,11.7,3.94,0.757,0.775,0.126,29,1,1,1,28,0
285.7,219.9,1.299,306.5,61.1,240.0,178.9,-178.9,12,0,0,0,34.1,12.0,27.2,13.41,5.28,4.7,0.853,0.963,0.02,6,0,2,0,0,1
693.7,553.4,1.254,419.9,109.1,180.0,70.9,-70.9,12,6,0,1,29.9,12.5,7.2,5.5,1.6,4.94,0.963,0.976,0.049,93,0,2,1,28,1
546.9,397.1,1.378,265.2,81.1,240.0,158.9,-158.9,9,6,0,1,35.5,15.0,15.8,3.79,10.65,4.75,0.897,0.918,0.013,16,1,1,1,28,1
473.4,275.8,1.716,340.0,182.2,180.0,2.2,2.2,7,2,1,0,10.8,116.3,17.4,3.52,8.94,3.65,0.846,0.558,0.363,21,0,2,0,0,0
749.7,614.7,1.22,267.0,154.6,240.0,85.4,-85.4,9,0,1,0,19.9,25.0,21.4,13.22,0.45,4.81,0.94,0.945,0.027,50,0,1,1,28,1
720.6,556.6,1.295,405.5,343.0,180.0,163.0,163.0,18,4,1,0,8.4,14.7,14.4,12.81,2.08,4.73,0.953,0.904,0.049,9,0,1,1,28,0
956.9,787.3,1.215,35.4,99.8,180.0,80.2,-80.2,15,2,0,0,53.3,12.3,14.4,12.02,6.71,4.9,0.886,0.957,0.042,0,0,2,1,28,1
444.9,436.1,1.02,143.2,70.1,240.0,169.9,-169.9,20,5,0,1,50.4,20.1,39.9,7.58,2.92,4.98,0.917,0.916,0.046,4,0,2,0,0,1
1224.7,1042.3,1.175,289.9,189.1,180.0,9.1,9.1,9,6,0,1,26.8,46.9,19.4,6.89,3.52,4.66,0.698,0.893,0.059,47,1,2,1,28,1
455.9,420.5,1.084,194.7,89.3,240.0,150.7,-150.7,12,1,0,0,30.0,23.6,28.2,5.67,3.29,4.99,0.91,0.94,0.039,20,0,2,1,28,1
847.0,821.3,1.031,172.1,134.9,180.0,45.1,-45.1,15,0,0,0,30.3,9.8,33.6,7.89,2.73,4.66,0.864,0.984,0.022,23,2,1,1,28,1
151.4,102.8,1.473,164.7,83.5,180.0,96.5,-96.5,17,1,1,0,8.8,17.4,25.1,6.2,4.29,4.81,0.963,0.928,0.028,0,0,1,1,28,1
1511.4,904.3,1.671,286.1,275.0,240.0,35.0,35.0,17,5,0,1,21.1,32.1,47.5,17.1,9.0,3.82,0.84,0.542,0.367,9,0,1,0,0,0
759.5,542.2,1.401,302.1,199.4,120.0,79.4,79.4,19,0,1,0,16.3,27.2,4.9,5.77,2.35,3.37,0.868,0.592,0.492,0,1,1,1,28,1
2258.7,1398.4,1.615,369.9,416.3,180.0,236.3,236.3,17,3,1,0,21.0,1.4,48.5,2.97,0.71,4.92,0.972,0.923,0.036,2,0,1,0,0,0
1008.5,914.0,1.103,99.0,228.7,180.0,48.7,48.7,14,3,0,0,17.5,7.2,42.8,13.3,3.15,4.64,0.927,0.916,0.041,1,0,2,1,28,1
1338.4,691.2,1.936,91.8,547.4,180.0,367.4,367.4,19,1,1,0,9.2,78.2,27.2,2.93,0.09,4.28,0.814,0.832,0.146,19,1,1,1,28,0
548.3,491.6,1.115,45.3,124.9,240.0,115.1,-115.1,21,4,0,0,17.8,35.2,3.7,4.36,5.84,4.59,0.744,0.752,0.091,27,2,2,1,28,1
2115.5,1395.8,1.516,245.0,242.5,240.0,2.5,2.5,22,3,0,0,33.5,18.4,19.0,8.74,1.35,4.65,0.927,0.921,0.018,20,1,2,1,28,1
531.8,387.0,1.374,149.0,153.4,180.0,26.6,-26.6,12,3,0,0,15.3,61.2,40.5,2.32,5.53,4.48,0.67,0.781,0.105,61,0,1,0,0,0
172.9,169.5,1.02,161.9,27.3,120.0,92.7,-92.7,10,5,0,1,41.2,21.2,33.2,2.16,2.03,4.7,0.957,0.935,0.031,9,0,2,0,0,1
1293.6,792.3,1.633,117.2,152.3,120.0,32.3,32.3,14,4,0,0,41.0,36.6,7.0,6.06,5.91,4.0,0.767,0.79,0.129,4,0,2,0,0,1
329.8,266.2,1.239,258.0,102.1,120.0,17.9,-17.9,12,5,0,1,15.8,53.5,49.9,3.79,0.05,4.51,0.854,0.882,0.067,3,1,2,0,0,1
995.6,776.4,1.282,339.7,304.4,180.0,124.4,124.4,8,2,1,0,12.9,19.0,16.8,8.25,5.07,4.76,0.863,0.99,0.036,3,2,2,1,28,1
1175.5,1152.5,1.02,293.9,186.7,180.0,6.7,6.7,19,3,1,0,24.6,64.4,5.9,2.19,3.7,3.51,0.714,0.512,0.359,26,1,1,1,28,0
2077.5,1306.2,1.59,196.2,1346.0,180.0,1166.0,1166.0,13,6,0,1,5.7,50.5,42.3,9.69,0.41,3.89,0.719,0.802,0.065,9,1,1,1,28,0
388.8,381.0,1.02,125.7,61.8,180.0,118.2,-118.2,10,4,0,0,35.0,18.9,50.1,12.69,1.37,4.83,0.947,0.988,0.024,9,0,1,1,28,1
773.2,464.2,1.666,374.5,119.1,120.0,0.9,-0.9,14,0,0,0,29.4,24.4,5.3,13.62,8.69,4.6,0.91,0.94,0.049,49,0,2,0,0,1
698.8,454.3,1.538,288.4,160.2,180.0,19.8,-19.8,13,4,0,0,16.9,52.6,41.7,5.48,7.19,4.31,0.692,0.859,0.114,6,0,1,1,28,1
1529.6,1266.4,1.208,404.4,267.9,120.0,147.9,147.9,9,2,1,0,22.2,38.1,19.2,6.25,10.87,3.89,0.66,0.804,0.097,37,1,1,1,28,0
234.2,229.6,1.02,101.7,69.8,240.0,170.2,-170.2,16,3,0,0,23.1,72.8,21.2,7.9,2.11,4.3,0.751,0.894,0.118,10,1,1,1,28,0
234.7,169.3,1.387,247.7,125.2,180.0,54.8,-54.8,19,2,1,0,9.7,71.0,14.2,11.01,9.03,3.6,0.789,0.664,0.383,3,1,1,0,0,0
1902.0,1228.9,1.548,283.5,213.6,180.0,33.6,33.6,13,6,0,1,35.6,100.0,16.6,10.95,7.2,4.03,0.673,0.787,0.069,15,2,1,1,28,0
409.9,322.8,1.27,174.9,85.3,240.0,154.7,-154.7,11,0,0,0,30.6,83.7,14.8,4.75,0.75,3.64,0.742,0.608,0.31,21,0,1,1,28,0
479.2,308.1,1.555,218.2,48.8,240.0,191.2,-191.2,21,5,0,1,45.8,22.3,4.8,2.72,9.95,4.7,0.709,0.801,0.108,8,0,1,0,0,1
1411.7,671.7,2.102,142.5,313.5,240.0,73.5,73.5,8,3,1,0,18.3,18.1,2.8,10.24,5.32,4.65,0.873,0.962,0.05,5,2,1,1,28,0
1316.3,1223.0,1.076,196.5,229.1,240.0,10.9,-10.9,21,2,0,0,23.3,29.9,17.0,17.32,6.15,3.99,0.817,0.792,0.124,3,0,2,1,28,1
1254.7,805.8,1.557,89.1,167.5,180.0,12.5,-12.5,16,6,0,1,33.8,0.5,20.6,10.88,2.98,4.71,0.971,0.91,0.029,9,0,2,0,0,1
457.0,365.1,1.252,375.4,80.1,180.0,99.9,-99.9,8,6,0,1,25.8,5.1,35.1,2.03,1.19,4.75,0.879,0.901,0.036,42,0,1,0,0,1
1128.5,899.4,1.255,398.4,849.4,240.0,609.4,609.4,16,2,0,0,5.0,26.0,9.4,3.35,1.31,4.15,0.812,0.848,0.121,21,0,1,1,28,0
1583.4,1212.8,1.306,414.3,486.0,180.0,306.0,306.0,17,4,1,0,12.1,46.4,37.6,14.14,1.97,3.94,0.801,0.805,0.053,38,1,1,0,0,0
690.6,509.6,1.355,447.4,260.1,240.0,20.1,20.1,21,1,0,0,10.0,104.1,43.5,6.16,13.81,4.33,0.748,0.773,0.095,23,2,1,1,28,0
413.5,308.8,1.339,174.9,107.2,240.0,132.8,-132.8,18,4,1,0,18.3,6.1,29.0,3.27,0.87,4.74,0.967,0.978,0.01,13,2,1,0,0,1
1872.8,973.0,1.925,349.9,186.6,240.0,53.4,-53.4,21,3,0,0,40.7,112.0,24.5,18.13,7.07,3.35,0.848,0.552,0.388,17,0,1,0,0,0
219.2,214.9,1.02,430.5,128.9,240.0,111.1,-111.1,8,0,1,0,8.7,51.0,7.1,7.78,0.9,3.94,0.708,0.824,0.08,47,0,1,1,28,0
945.0,854.9,1.105,183.5,227.5,240.0,12.5,-12.5,9,4,1,0,16.3,11.1,22.7,17.15,1.33,4.82,0.909,0.978,0.014,29,0,1,0,0,1
1743.8,927.7,1.88,91.6,337.3,180.0,157.3,157.3,7,5,0,1,19.7,53.4,36.7,4.52,5.01,4.07,0.655,0.8,0.099,5,1,1,1,28,0
937.0,579.3,1.617,432.1,176.5,180.0,3.5,-3.5,8,1,1,0,20.8,20.8,18.9,4.55,1.8,4.81,0.966,0.978,0.039,30,2,2,1,28,1
994.7,486.9,2.043,77.4,278.7,180.0,98.7,98.7,21,1,0,0,14.7,17.7,23.0,3.35,3.98,4.68,0.932,0.916,0.044,6,0,1,1,28,0
1442.6,845.9,1.705,135.5,263.7,120.0,143.7,143.7,15,0,0,0,23.2,45.4,32.1,12.12,10.22,4.29,0.863,0.778,0.1,15,0,1,0,0,0
1132.3,944.6,1.199,390.0,333.1,120.0,213.1,213.1,19,0,1,0,12.7,38.8,66.4,4.9,0.94,4.67,0.753,0.794,0.082,5,2,2,0,0,0
1304.7,905.1,1.441,353.0,183.3,180.0,3.3,3.3,11,3,0,0,27.8,22.7,39.6,4.02,3.78,4.09,0.88,0.827,0.135,18,0,2,1,28,1
1342.2,1030.4,1.303,437.1,168.3,240.0,71.7,-71.7,12,2,0,0,31.5,19.5,13.5,6.97,11.23,4.65,0.68,0.861,0.095,94,0,2,0,0,1
1377.1,1350.1,1.02,195.5,219.2,120.0,99.2,99.2,10,4,0,0,26.2,29.7,1.7,2.99,9.99,4.7,0.914,0.938,0.025,2,0,1,1,28,1
1221.4,930.2,1.313,335.5,173.9,240.0,66.1,-66.1,10,4,0,0,27.2,41.1,13.7,7.26,1.18,4.64,0.808,0.835,0.096,13,0,1,1,28,1
611.0,305.6,1.999,192.1,148.9,240.0,91.1,-91.1,17,4,1,0,16.1,6.7,36.1,7.84,8.41,4.92,0.864,0.901,0.021,48,0,1,1,28,1
1379.7,1007.7,1.369,334.2,184.4,120.0,64.4,64.4,16,0,0,0,32.8,46.3,14.6,5.29,3.21,3.04,0.884,0.575,0.366,11,0,2,0,0,0
1390.9,1363.6,1.02,347.4,271.1,120.0,151.1,151.1,17,0,1,0,20.1,62.2,30.0,5.22,13.35,4.58,0.795,0.806,0.084,8,0,2,1,28,0
951.1,780.6,1.218,312.4,252.6,180.0,72.6,72.6,8,3,1,0,14.7,41.1,56.1,8.44,13.99,3.99,0.736,0.892,0.106,9,0,2,1,28,1
703.0,600.2,1.171,357.9,253.1,240.0,13.1,13.1,16,1,0,0,11.5,67.1,14.8,14.21,2.72,4.04,0.778,0.84,0.07,18,0,1,1,28,1
391.1,236.0,1.657,444.6,148.2,120.0,28.2,28.2,22,4,0,0,12.5,68.4,23.4,14.53,3.22,4.16,0.807,0.863,0.063,0,0,1,1,28,0
393.1,336.0,1.17,350.8,116.3,180.0,63.7,-63.7,17,5,0,1,16.9,18.9,9.5,1.69,3.25,4.77,0.919,0.918,0.024,0,0,1,0,0,1
337.1,322.1,1.047,102.2,73.2,180.0,106.8,-106.8,20,4,0,0,26.8,23.4,25.0,4.53,3.47,4.83,0.86,0.926,0.01,21,0,1,0,0,1
1384.7,1171.2,1.182,164.6,298.5,120.0,178.5,178.5,10,0,0,0,18.0,52.7,10.4,11.15,7.28,4.18,0.735,0.863,0.051,52,0,1,0,0,0
799.8,668.7,1.196,278.1,97.0,180.0,83.0,-83.0,11,6,0,1,40.5,18.9,2.0,6.69,2.13,4.65,0.945,0.951,0.036,18,1,2,1,28,1
392.3,307.5,1.276,173.3,55.3,120.0,64.7,-64.7,14,4,0,0,33.5,72.1,20.9,4.4,13.72,3.98,0.765,0.751,0.076,50,0,2,1,28,1
486.7,361.3,1.347,168.7,96.0,240.0,144.0,-144.0,20,0,0,0,22.5,9.2,33.4,6.78,2.91,4.7,0.865,0.936,0.024,16,2,1,1,28,1
137.4,134.7,1.02,252.9,37.7,240.0,202.3,-202.3,14,1,0,0,19.5,27.0,6.3,16.39,2.68,3.98,0.755,0.826,0.134,3,0,1,1,28,1
360.8,275.4,1.31,213.9,43.3,300.0,256.7,-256.7,22,0,0,0,52.4,7.6,34.3,17.99,1.71,4.99,0.972,0.903,0.043,26,0,1,1,28,1
658.3,327.3,2.011,390.7,106.9,180.0,73.1,-73.1,19,6,0,1,27.4,44.8,18.3,4.66,0.34,4.14,0.68,0.843,0.071,7,0,1,0,0,1
1521.1,1040.2,1.462,442.0,220.9,300.0,79.1,-79.1,16,2,0,0,26.7,13.6,19.3,2.13,0.19,4.88,0.855,0.921,0.029,0,1,1,1,28,1
315.4,286.1,1.103,387.2,55.1,180.0,124.9,-124.9,21,2,0,0,26.9,15.4,19.8,5.01,3.03,4.91,0.885,0.927,0.022,16,0,1,1,28,1
388.7,247.6,1.57,251.2,47.9,180.0,132.1,-132.1,22,4,0,0,42.6,15.2,3.4,2.7,8.83,4.78,0.87,0.929,0.031,24,0,2,1,28,1
700.4,507.2,1.381,403.4,95.1,180.0,84.9,-84.9,18,6,0,1,37.7,29.0,21.5,13.03,2.21,3.14,0.774,0.508,0.493,9,2,1,0,0,0
1233.2,718.3,1.717,392.5,172.2,120.0,52.2,52.2,19,5,0,1,32.7,161.6,18.4,3.9,0.38,3.67,0.842,0.585,0.418,3,0,1,1,28,0
582.1,415.9,1.399,84.0,109.7,180.0,70.3,-70.3,19,3,1,0,22.3,27.6,51.6,13.63,7.01,4.74,0.869,0.988,0.026,65,0,1,1,28,1
288.2,282.5,1.02,180.1,64.7,300.0,235.3,-235.3,14,4,0,0,31.8,20.3,27.1,3.45,9.24,3.85,0.673,0.888,0.072,42,2,1,1,28,0
1323.9,1053.6,1.257,49.0,245.8,240.0,5.8,5.8,17,2,1,0,22.2,31.6,44.6,13.81,12.7,4.01,0.689,0.758,0.075,3,0,1,1,28,1
1210.3,1186.5,1.02,422.7,117.4,180.0,62.6,-62.6,20,4,0,0,44.2,18.6,22.1,5.08,10.92,3.28,0.86,0.586,0.466,1,2,1,1,28,1
1137.6,830.1,1.37,137.3,439.5,180.0,259.5,259.5,20,5,0,1,9.6,35.4,3.8,3.78,4.86,3.98,0.68,0.773,0.135,14,1,2,0,0,0
852.7,645.3,1.321,77.0,139.8,240.0,100.2,-100.2,15,5,0,1,30.0,7.9,48.7,9.31,3.83,4.99,0.85,0.978,0.02,18,0,1,1,28,1
222.2,199.3,1.114,204.1,112.7,240.0,127.3,-127.3,22,2,0,0,8.2,4.0,44.6,10.62,1.41,4.91,0.853,0.984,0.019,61,1,1,1,28,1
1594.8,1010.9,1.578,245.8,269.5,180.0,89.5,89.5,20,5,0,1,23.0,59.6,19.1,9.43,2.38,3.95,0.657,0.879,0.139,11,0,2,1,28,1
330.1,229.6,1.438,222.3,71.2,180.0,108.8,-108.8,18,1,1,0,26.1,53.9,15.5,6.52,3.85,3.82,0.74,0.567,0.314,15,0,2,1,28,0
266.8,209.7,1.273,150.2,109.7,120.0,10.3,-10.3,12,4,0,0,13.0,45.6,33.7,6.22,0.77,3.91,0.673,0.86,0.089,59,0,2,1,28,1
1119.4,807.5,1.386,304.1,738.0,240.0,498.0,498.0,9,3,1,0,5.6,17.3,17.4,2.35,0.01,4.12,0.716,0.755,0.107,57,0,1,1,28,0
2069.8,1263.1,1.639,385.6,677.9,240.0,437.9,437.9,19,0,1,0,11.5,77.7,13.5,6.3,1.03,4.03,0.874,0.648,0.493,4,2,1,0,0,0
1174.2,1113.1,1.055,148.1,189.2,300.0,110.8,-110.8,12,1,0,0,24.0,46.7,13.8,13.26,0.52,4.44,0.78,0.872,0.069,50,0,1,1,28,0
2437.6,1212.9,2.01,313.1,940.1,240.0,700.1,700.1,17,3,1,0,9.7,39.3,4.1,5.58,4.16,4.35,0.828,0.784,0.1,6,0,1,1,28,0
328.6,322.2,1.02,419.0,100.5,180.0,79.5,-79.5,8,2,1,0,16.9,76.4,25.2,5.38,8.79,3.96,0.736,0.802,0.101,49,0,2,0,0,1
524.6,376.7,1.393,110.4,100.3,180.0,79.7,-79.7,16,6,0,1,23.0,31.7,13.2,7.78,0.08,4.08,0.85,0.836,0.096,5,1,1,0,0,1
2330.0,1387.7,1.679,145.4,222.6,180.0,42.6,42.6,14,5,0,1,41.7,20.5,38.5,1.58,0.19,4.7,0.893,0.913,0.036,79,1,1,1,28,1
325.8,172.6,1.887,152.6,145.2,240.0,94.8,-94.8,16,5,0,1,10.5,5.2,37.5,5.55,8.2,4.3,0.671,0.779,0.074,12,0,2,0,0,1
